GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.6-mRNA-1,2.65137934684753,0.422652363777161,0.162671424696551,0.0266676315894241,2.33319248557091,2.98530400196711,0.3679505690254,0.474988562170381
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.7-mRNA-1,1.58884382247925,0.197016298770905,0.215579126841078,0.0598136240064805,1.1740578542153,2.02400395870209,0.0696894948961502,0.306211357341184
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.8-mRNA-1,0.605998158454895,-0.252258241176605,0.229453931825886,0.18203552961435,0.216214666515589,1.08782353301843,-0.665114851123319,0.0365584367841871
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.9-mRNA-1,0.630908668041229,-0.235300302505493,0.238816777335016,0.184888222810886,0.20993711091578,1.14247192839781,-0.677910799624086,0.0578455357650078
augustus_masked-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.15-mRNA-1,0.319879621267319,-0.523854911327362,0.111173581051955,0.164726050785203,0.124737184805175,0.558157240351041,-0.904004069698145,-0.253243437303365
augustus_masked-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.23-mRNA-1,0.807237386703491,-0.101332791149616,0.15497255863995,0.0863245004220982,0.517287092407544,1.11526207923889,-0.28626835871899,0.0473769356642068
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.11-mRNA-1,0.304400235414505,-0.557815968990326,0.128711770478999,0.195711120091905,0.106111912926038,0.592346407473087,-0.974235858438273,-0.227424243065847
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.3-mRNA-1,0.756375670433044,-0.126493215560913,0.115987803915575,0.0680258790350522,0.540182526906331,0.989417883257071,-0.267459468794386,-0.00462024465261696
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.4-mRNA-1,0.207826346158981,-0.704809784889221,0.0641659349367811,0.144612862768006,0.0922330330436428,0.342116350928942,-1.03511355525071,-0.465826170976417
snap_masked-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.38-mRNA-1,0.568062007427216,-0.291934102773666,0.249141171617168,0.210660063233302,0.171615257735054,1.11772880057494,-0.765444109478945,0.0483364383923651
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.5-mRNA-1,0.286384284496307,-0.579145729541779,0.111658184266973,0.18436751754578,0.103336574013035,0.529098615547021,-0.985745978681964,-0.276463374988858
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.12-mRNA-1,1.66597890853882,0.213481068611145,0.318839909925314,0.0853197915940058,1.07808939019839,2.30525480707486,0.0326547719259874,0.362718933539959
genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.13-mRNA-1,1.12235271930695,0.0327222570776939,0.30586988935266,0.12666805245662,0.555854138731956,1.73922528425852,-0.255039184457393,0.24035584027076
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.17-mRNA-1,1.96174621582031,0.288593620061874,0.266367239906629,0.0596285363494165,1.46408177216848,2.50198204318682,0.165565333340629,0.398284188421794
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.18-mRNA-1,1.85783112049103,0.267719984054565,0.142568176392747,0.0334545444309216,1.58626824716727,2.14014428655306,0.200376630723593,0.330443053090217
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.19-mRNA-1,1.24432694911957,0.0851324126124382,0.258964061947345,0.0937908947681061,0.761075101792812,1.76884646018346,-0.118572486026381,0.247690136022287
snap_masked-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.37-mRNA-1,0.489608496427536,-0.342989414930344,0.180599943587832,0.176860684550156,0.178026114280025,0.874055848519007,-0.749516287969578,-0.0584608168830943
snap_masked-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.29-mRNA-1,0.442084193229675,-0.386762470006943,0.163294396259087,0.174211064199087,0.166441244756182,0.792923540870349,-0.778739048796649,-0.100768688700972
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.21-mRNA-1,4.13095045089722,0.615172564983368,0.26239399131824,0.0275946161629936,3.63650805155436,4.66025967995326,0.560684553472744,0.668410117155133
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.14-mRNA-1,0.315539956092834,-0.540088891983032,0.128994319192793,0.191782406573936,0.108102748977641,0.599333223700523,-0.96616326466179,-0.222331649562263
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.15-mRNA-1,0.751584947109222,-0.130541384220123,0.127922967923571,0.0762202524957526,0.507874031364918,1.00345541536808,-0.294243994686348,0.00149807492633466
maker-NODE_101_length_34157_cov_13.2607_ID_201-snap-gene-0.28-mRNA-1,0.897764801979065,-0.0515139177441597,0.13006653376075,0.0643385714459052,0.648499298592409,1.15889992713928,-0.188090489802897,0.0640459355017887
genemark-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.24-mRNA-1,0.6190505027771,-0.216561391949654,0.118173776180041,0.0862690479644165,0.390226360658805,0.852781958381335,-0.408683396503752,-0.0691619969321383
snap_masked-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.32-mRNA-1,0.505764067173004,-0.303016513586044,0.0887674358695548,0.0789311215180658,0.33353518396616,0.681379196047783,-0.4768583493466,-0.166611130503423
augustus_masked-NODE_101_length_34157_cov_13.2607_ID_201-processed-gene-0.4-mRNA-1,0.788944005966187,-0.105908609926701,0.0912743468496848,0.0509607233820488,0.612033871312936,0.970373771091302,-0.213224542464639,-0.0130609509057296
snap_masked-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.41-mRNA-1,1.00005507469177,-0.0181122049689293,0.276174552289404,0.13000626540904,0.476254142572482,1.56430575847626,-0.322161236333562,0.194321640770053
genemark-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.16-mRNA-1,0.353745996952057,-0.477251648902893,0.116793813633428,0.156094777969702,0.143494922171036,0.602488084634145,-0.843163639559476,-0.220051537706311
genemark-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.17-mRNA-1,1.21404492855072,0.0787760615348816,0.18994287720726,0.0695396171850272,0.849164090057214,1.60146478712559,-0.0710083870483089,0.204517388631622
genemark-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.25-mRNA-1,0.945892930030823,-0.0279952716082335,0.124585589766667,0.0581235717173672,0.706108133494854,1.19635353585084,-0.151128793052622,0.0778595374524675
snap_masked-NODE_102_length_32242_cov_13.7176_ID_203-processed-gene-0.34-mRNA-1,1.04904139041901,0.0169498343020678,0.138238161453643,0.0581763380289505,0.785366135338942,1.32500714461009,-0.104927833930655,0.122218219995326
