GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
snap_masked-LAME0A-processed-gene-0.65-mRNA-1,0.687771797180176,-0.187444716691971,0.220426419747829,0.153971001999004,0.285825667530298,1.13724301358064,-0.543898808836977,0.0558531914836159
augustus_masked-LAME0A-processed-gene-0.46-mRNA-1,1.87350785732269,0.261706858873367,0.406287008213762,0.100047224412672,1.07314473191897,2.69691279530525,0.0306582861909338,0.430866872114042
augustus_masked-LAME0A-processed-gene-0.34-mRNA-1,1.38810205459595,0.120587900280952,0.403883699861201,0.148519073207503,0.603001101811727,2.16987013816833,-0.219681901376214,0.336433743081468
augustus_masked-LAME0A-processed-gene-0.35-mRNA-1,1.30122053623199,0.0974165201187134,0.346348843736785,0.125844361187,0.643486560881138,1.98739810188611,-0.191460520799574,0.298284869993384
augustus_masked-LAME0A-processed-gene-0.47-mRNA-1,0.295424699783325,-0.619515955448151,0.168454692658487,0.3128310238463,0.0417441375864049,0.674986125032107,-1.37940450710043,-0.170705156668337
augustus_masked-LAME0A-processed-gene-0.48-mRNA-1,1.91879177093506,0.279244959354401,0.250645118081913,0.0577368503899357,1.43140287796656,2.42482900619507,0.155761886024693,0.38468111849117
augustus_masked-LAME0A-processed-gene-0.49-mRNA-1,0.310587853193283,-0.585842669010162,0.16853805473188,0.284207477062908,0.0555010802733401,0.68848329782486,-1.25569858078144,-0.162106590992364
augustus_masked-LAME0A-processed-gene-0.50-mRNA-1,0.450175285339355,-0.401209443807602,0.203628374816439,0.237487189047778,0.110941910309096,0.877497734129429,-0.954904366087493,-0.0567540047269599
augustus_masked-LAME0A-processed-gene-0.51-mRNA-1,0.714135527610779,-0.19585183262825,0.302374262588472,0.229793205071629,0.166623348742723,1.33758806387583,-0.778264182724548,0.126322317348297
augustus_masked-LAME0A-processed-gene-0.52-mRNA-1,0.435962468385696,-0.42634505033493,0.210735064961556,0.266733339600081,0.0791730624934038,0.88040603796641,-1.10142263847475,-0.0553169905613919
snap_masked-LAME0A-processed-gene-0.68-mRNA-1,0.227213814854622,-0.787153542041779,0.177739237624502,0.382134479391401,0.0235366855437557,0.693250462412834,-1.62825469490838,-0.159109853532382
