GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.56-mRNA-1,1.23842144012451,0.0850589275360107,0.227023658362975,0.0845147617780511,0.793131741881371,1.69041348397732,-0.100654675756341,0.227992947530092
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.57-mRNA-1,1.70474779605865,0.231122553348541,0.0846817702734014,0.0216291451151615,1.53556299606959,1.87578500608603,0.186267637881071,0.273183059882289
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.87-mRNA-1,0.614545166492462,-0.237842321395874,0.198773869079834,0.1609507948745,0.239088867480556,1.01536145011584,-0.621440656675527,0.00662066576902713
snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.106-mRNA-1,0.710510432720184,-0.165468260645866,0.187967898762489,0.12696674713998,0.34552013327678,1.09194687008858,-0.461526668174787,0.0382015066356227
augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.42-mRNA-1,1.15920662879944,0.0565014183521271,0.213628042980081,0.0827400545164614,0.744196280340354,1.59968530138334,-0.128312505036294,0.204034552371117
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.59-mRNA-1,0.849667906761169,-0.0805858969688416,0.177351234715016,0.0937831790147946,0.524547312657038,1.2112018018961,-0.280215335431821,0.0832165079311777
maker-NODE_10_length_362407_cov_10.6213_ID_7761-snap-gene-0.0-mRNA-1,0.157079637050629,-0.863672733306885,0.0794859775957569,0.238332148884673,0.0415979985147715,0.343398457517226,-1.38092757830053,-0.464201664754915
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.61-mRNA-1,0.958059310913086,-0.0253818426281214,0.166427113563837,0.0776291849571595,0.639806000391642,1.28766208688418,-0.193951691325939,0.109801908787783
augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.43-mRNA-1,0.684815764427185,-0.17910923063755,0.171436807860863,0.116142280717439,0.359331431984901,1.02930799126625,-0.444504914292122,0.012545344400056
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.91-mRNA-1,1.43562602996826,0.12355113774538,0.527157475103223,0.180505714098867,0.505608159303665,2.5538047115008,-0.296185926198138,0.407187680887515
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.92-mRNA-1,1.86597049236298,0.262266099452972,0.365410379850851,0.0878406515041486,1.18813632428646,2.61085040767988,0.0748662654240476,0.416781988960808
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.62-mRNA-1,1.19461739063263,0.0603542774915695,0.320982685511203,0.124541877385253,0.610341036319733,1.83489024539789,-0.214427465375809,0.263610089332624
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.93-mRNA-1,0.814855098724365,-0.12267829477787,0.296954809302993,0.182615677934415,0.28294096638759,1.42176042298476,-0.548304331654769,0.152826408000934
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.63-mRNA-1,0.430728018283844,-0.438683301210403,0.22977688762737,0.272785048682213,0.0842693017795682,0.944984492659569,-1.07433063233457,-0.0245753207981931
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.94-mRNA-1,0.634985327720642,-0.215372532606125,0.174807473911689,0.130329832769917,0.304888333628575,0.986517007152239,-0.515859220168617,-0.00589542582119715
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.64-mRNA-1,0.762287616729736,-0.130770176649094,0.178727331608147,0.108854378828575,0.420376767963171,1.11616520086924,-0.376361304530503,0.0477284779900124
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.65-mRNA-1,0.69720721244812,-0.165975153446198,0.140583634915459,0.0919054130329959,0.428658187637726,0.976807096103827,-0.367888877585953,-0.0101911984165916
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.95-mRNA-1,0.701860666275024,-0.200032353401184,0.297863356560008,0.215752845679089,0.186833394070466,1.3322174568971,-0.728545532972262,0.124575061226708
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.66-mRNA-1,0.595205962657928,-0.248203545808792,0.18240790180872,0.147502002934822,0.255224825441837,0.96783244907856,-0.593077141463387,-0.0141998211433012
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.67-mRNA-1,5.02642583847046,0.700159847736359,0.357545008060312,0.0309337477639241,4.35233158270518,5.74589762290319,0.638721974707539,0.759357882208146
augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.49-mRNA-1,0.325048297643661,-0.572732627391815,0.195236038500113,0.287666558656492,0.0616294006817043,0.79274901698033,-1.21021205557213,-0.100864288076162
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.68-mRNA-1,3.05877804756165,0.47683772444725,0.603020301190847,0.0881189849970175,1.95167559186618,4.28352117538452,0.290407630510678,0.631800918156422
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.69-mRNA-1,0.217238694429398,-0.726763427257538,0.111907555356012,0.249570485041999,0.0504863185187181,0.475118681540092,-1.29682630327507,-0.323197901843627
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.97-mRNA-1,0.221690475940704,-0.715305030345917,0.111587381486711,0.244340501982015,0.0523040221693615,0.482175794740518,-1.28146491271162,-0.316794596627437
snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.144-mRNA-1,0.27520763874054,-0.628275573253632,0.147017582968616,0.257970848005649,0.061412078452607,0.621032644808292,-1.21174622860765,-0.206885570383933
genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.70-mRNA-1,1.64338731765747,0.213359639048576,0.171242917151058,0.0456449121631534,1.31871516307195,1.98938734829426,0.120150999169249,0.298719351498606
