GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
snap_masked-flattened_line_0-processed-gene-0.63-mRNA-1,0.228344559669495,-0.691687285900116,0.109201254957875,0.21594307286404,0.0668340504169464,0.491162971407175,-1.17500246876458,-0.308774382009054
snap_masked-flattened_line_0-processed-gene-0.88-mRNA-1,0.969400465488434,-0.0246037449687719,0.211502096661756,0.100893347150623,0.548086148003737,1.39815581043561,-0.261151174334318,0.145555552642769
snap_masked-flattened_line_0-processed-gene-0.64-mRNA-1,1.14798295497894,0.0506342388689518,0.23247001854568,0.0913764935745175,0.709957444171111,1.6111347903808,-0.148767686077414,0.207131857372055
snap_masked-flattened_line_0-processed-gene-0.89-mRNA-1,0.253262609243393,-0.647414803504944,0.116336706368893,0.222462084250639,0.0695188530410329,0.514418098330498,-1.15789757822752,-0.288683781668055
snap_masked-flattened_line_0-processed-gene-0.65-mRNA-1,0.551521599292755,-0.283412486314774,0.175681085658764,0.154747070777406,0.223185131077965,0.917031811177731,-0.65133474511003,-0.0376155987345746
snap_masked-flattened_line_0-processed-gene-0.90-mRNA-1,0.736265957355499,-0.142185762524605,0.148209384007823,0.0910008236306116,0.456538333743811,1.03096588850021,-0.340522750913201,0.0132442909430921
maker-flattened_line_0-snap-gene-0.48-mRNA-1,1.05352032184601,0.0179648008197546,0.153091965245443,0.0642063372396313,0.766237589716911,1.35695095856984,-0.11563655955116,0.132564152076537
snap_masked-flattened_line_0-processed-gene-0.93-mRNA-1,0.852879047393799,-0.112403079867363,0.356229763962074,0.205266829365242,0.260633480052153,1.61119152804216,-0.583969804694573,0.207147168940808
snap_masked-flattened_line_0-processed-gene-0.66-mRNA-1,0.897492647171021,-0.0497064590454102,0.100006448083353,0.0490236231051879,0.705878150463104,1.09296896159649,-0.15127026110792,0.0386078288000486
snap_masked-flattened_line_0-processed-gene-0.67-mRNA-1,1.17767000198364,0.0490292124450207,0.357596203757677,0.143518955947937,0.524878186484178,1.92235672473907,-0.279941511826666,0.283833971519046
snap_masked-flattened_line_0-processed-gene-0.68-mRNA-1,0.37930029630661,-0.452910572290421,0.137131232233917,0.174638002724238,0.14039612300694,0.669252200921376,-0.852645032133868,-0.174410201716615
snap_masked-flattened_line_0-processed-gene-0.95-mRNA-1,0.552985072135925,-0.286761790513992,0.192222354023474,0.167609595964958,0.215797117600838,0.948461241026719,-0.665954373404449,-0.0229804129672154
maker-flattened_line_0-snap-gene-0.44-mRNA-1,0.353529244661331,-0.492990493774414,0.14536331349671,0.199770761035213,0.111941027641296,0.665279126167297,-0.951010712063036,-0.176996105878114
maker-flattened_line_0-snap-gene-0.49-mRNA-1,1.48755431175232,0.170158505439758,0.152861382100532,0.045002336590424,1.19598775605361,1.79151357909044,0.0777267335550665,0.253220104206182
snap_masked-flattened_line_0-processed-gene-0.70-mRNA-1,2.8308310508728,0.450212746858597,0.249880233030973,0.0385472499153064,2.35273117820422,3.32958013415337,0.371572307671006,0.522389471506316
snap_masked-flattened_line_0-processed-gene-0.97-mRNA-1,0.678277850151062,-0.186543539166451,0.185632585505386,0.129673100154636,0.324048313995202,1.05348276893298,-0.489390234786363,0.0226274223728942
