GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
augustus_masked-abe-_C11424-processed-gene-0.0-mRNA-1,7.98470878601074,0.896853446960449,1.26741170158035,0.0685958281041483,5.67292945384979,10.8763175408045,0.753807382010269,1.0364818592612
augustus_masked-abe-_C11576-processed-gene-0.0-mRNA-1,0.274069488048553,-0.613758981227875,0.130510213111097,0.221955954866989,0.0743167654300729,0.58632160226504,-1.12891323931126,-0.231864106398851
augustus_masked-abe-_C11608-processed-gene-0.1-mRNA-1,1.80630338191986,0.238203689455986,0.503258281137446,0.132160761475879,0.862484529117743,2.83803367614746,-0.0642488685198214,0.453017544496452
snap_masked-abe-_C11620-processed-gene-0.0-mRNA-1,0.322556763887405,-0.570428371429443,0.194194588942184,0.273471816498106,0.0692350002005696,0.809929580489794,-1.15967430974106,-0.091552765441338
augustus_masked-abe-_C11698-processed-gene-0.0-mRNA-1,0.511369526386261,-0.354551613330841,0.264666173136545,0.247409700540426,0.120671285067995,1.13559403320154,-0.918396074471387,0.0552231016360842
snap_masked-abe-_C11758-processed-gene-0.0-mRNA-1,1.46807730197906,0.141669243574142,0.474340543236873,0.153508429322243,0.627842371662458,2.44041261275609,-0.202149381872984,0.387463260620228
augustus_masked-abe-_C11782-processed-gene-0.1-mRNA-1,0.332207024097443,-0.538689374923706,0.168840877690331,0.238180537906077,0.0902467190598448,0.731822767357031,-1.04456864390743,-0.135594108187208
augustus_masked-abe-_C11850-processed-gene-0.2-mRNA-1,0.368371188640594,-0.494787395000458,0.187692612818139,0.241634491239214,0.0937202244376143,0.803321373959382,-1.02816668186617,-0.0951106776626098
augustus_masked-abe-_C11910-processed-gene-0.2-mRNA-1,5.10961437225342,0.705399572849274,0.599538196228207,0.0510141027093458,4.01053465207418,6.37225238879522,0.603202273090426,0.804292968750958
snap_masked-abe-_C12096-processed-gene-0.0-mRNA-1,0.809494256973267,-0.123296238481998,0.289456485620673,0.174011979758778,0.295020715643962,1.40599093536536,-0.530147630900833,0.147982518089118
augustus_masked-abe-_C12100-processed-gene-0.0-mRNA-1,1.13381576538086,0.0352977626025677,0.322610508722266,0.133848392947118,0.546036525070667,1.78800572355588,-0.262778307175908,0.252368904512261
snap_masked-abe-_C12148-processed-gene-0.2-mRNA-1,8.09002017974854,0.906651258468628,0.626069584211857,0.0335715223814106,6.94729497432709,9.37259769439697,0.841815738731967,0.971859975945164
snap_masked-abe-_C12164-processed-gene-0.2-mRNA-1,0.319126039743423,-0.528339922428131,0.115406719736971,0.176249045875009,0.115100841658811,0.560537094871203,-0.938921732891737,-0.251395655294171
maker-abe-_C12212-augustus-gene-0.7-mRNA-1,0.704254627227783,-0.170311003923416,0.192944447535343,0.130065273532139,0.340173646062613,1.09184014797211,-0.468299619216321,0.0381590596733423
snap_masked-abe-_C12212-processed-gene-0.4-mRNA-1,6.41805505752563,0.799662411212921,1.2132364415862,0.0823323225465152,4.31403785943985,9.05470638275146,0.634883952084735,0.956874369949891
augustus_masked-abe-_C12224-processed-gene-0.6-mRNA-1,1.82026040554047,0.249394565820694,0.394350482583624,0.0985224881076905,1.06991390784582,2.62106307943662,0.0293488283318979,0.418477458807107
augustus_masked-abe-_C12224-processed-gene-0.7-mRNA-1,0.76944899559021,-0.128532916307449,0.191348135163869,0.116879180786253,0.400428060690562,1.14916125436624,-0.397475518372859,0.0603809740813928
augustus_masked-abe-_C12250-processed-gene-0.0-mRNA-1,0.624142527580261,-0.248942986130714,0.262710216340515,0.208276181527787,0.183117202793558,1.1815201073885,-0.737270863690606,0.0724411105238256
snap_masked-abe-_C12250-processed-gene-0.8-mRNA-1,1.71664607524872,0.231435775756836,0.208416416568891,0.0533705153641585,1.31649583081404,2.13032401800156,0.119419487141615,0.328445658074144
snap_masked-abe-_C12250-processed-gene-0.9-mRNA-1,1.11975252628326,0.029271962121129,0.320728404155806,0.136951928881543,0.506883816421032,1.77387608488401,-0.295091646903073,0.248923277101041
snap_masked-abe-_C12250-processed-gene-0.10-mRNA-1,1.10824203491211,0.0400897823274136,0.158232403624346,0.0634215960568151,0.799112168947856,1.42215184966723,-0.0973922562949347,0.152945968643016
snap_masked-abe-_C12250-processed-gene-0.11-mRNA-1,1.06479227542877,0.0140713602304459,0.252386474535574,0.110157665453265,0.5706442669034,1.57026679913203,-0.243634567527176,0.195973445957428
snap_masked-abe-_C12296-processed-gene-0.2-mRNA-1,0.357823133468628,-0.473021864891052,0.117939187286701,0.159939852339099,0.143429020543893,0.599952232340971,-0.843362969244108,-0.221883360537546
augustus_masked-abe-_C12296-processed-gene-0.1-mRNA-1,0.674479961395264,-0.173728063702583,0.0744703164071972,0.0486983290738137,0.527524366478125,0.819493395090103,-0.277757488991575,-0.0864545455776992
maker-abe-_C12302-augustus-gene-0.6-mRNA-1,0.302088350057602,-0.538268446922302,0.0836091168931995,0.131351421259697,0.145062842344244,0.470472489545743,-0.838443817388384,-0.327465768929764
snap_masked-abe-_C12302-processed-gene-0.2-mRNA-1,0.325665205717087,-0.51327645778656,0.106490313790471,0.15745665021779,0.129840406278769,0.545329104363918,-0.886590134813464,-0.263341323346041
snap_masked-abe-_s1-processed-gene-0.105-mRNA-1,0.356237024068832,-0.518570601940155,0.199961539757744,0.257906333146798,0.0821459888791045,0.842512629926205,-1.08541368445386,-0.0744235873208376
maker-abe-_s1-snap-gene-0.3-mRNA-1,0.752215445041656,-0.136529088020325,0.176647531238573,0.108615108832006,0.41573270286123,1.10810466607412,-0.381185812209678,0.0445807827077452
augustus_masked-abe-_s1-processed-gene-0.32-mRNA-1,1.88231182098389,0.272905975580215,0.170086364493943,0.0395223830549555,1.55319333771865,2.223044749101,0.191225518963721,0.346948204839027
augustus_masked-abe-_s1-processed-gene-0.11-mRNA-1,0.438215285539627,-0.395432978868484,0.170300926900202,0.189435338630668,0.144121428206563,0.804715680082639,-0.841271447990903,-0.0943575567560908
augustus_masked-abe-_s1-processed-gene-0.33-mRNA-1,0.215198636054993,-0.698785662651062,0.0782139361327489,0.172793006677064,0.0802166759967804,0.379255028565725,-1.09573533819288,-0.421068671820283
snap_masked-abe-_s1-processed-gene-0.107-mRNA-1,1.12984669208527,0.0504315830767155,0.122418372804638,0.047658166983618,0.889671473701795,1.37015334367752,-0.0507703363084846,0.136769172817242
snap_masked-abe-_s1-processed-gene-0.108-mRNA-1,0.786092460155487,-0.126531213521957,0.235201538515452,0.144886193162729,0.339566299319267,1.26457431515058,-0.469075418601708,0.101944356477986
maker-abe-_s1-augustus-gene-0.5-mRNA-1,0.461115807294846,-0.370539247989655,0.171401889922918,0.182497719838647,0.159283846616745,0.824338555335999,-0.797828264938014,-0.0838943871900368
augustus_masked-abe-_s1-processed-gene-0.34-mRNA-1,0.282110184431076,-0.57671332359314,0.0942280669927616,0.160508994346235,0.113237026085456,0.475519613424937,-0.946011570706602,-0.322831590323255
